0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
1,3,83.4,0.4,0.9,0.05,0.95,10,-5,11,74,74
1,4,83.4,0.29,0.9,0.05,0.95,9,-5,11,74,74
1,5,83.4,0.2,0.9,0.05,0.95,8,-5,11,74,74
1,6,83.4,0.12,0.9,0.05,0.95,7,-5,11,74,74
1,7,83.4,0.05,0.9,0.05,0.95,6,-5,11,74,74
1,8,83.4,-0.01,0.9,0.05,0.95,5,-5,11,74,74
1,9,83.4,-0.06,0.9,0.05,0.95,4,-5,11,74,74
1,10,83.4,-0.11,0.9,0.05,0.95,3,-5,11,74,74
1,11,83.4,-0.15,0.9,0.05,0.95,2,-5,11,74,74
1,12,83.4,-0.19,0.9,0.05,0.95,1,-5,11,74,74
0,13,0,0,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0
1,15,72,0.5,0.81,0.05,0.95,8,-5,11,77,77
1,16,72,0.37,0.81,0.05,0.95,7,-5,11,77,77
1,17,72,0.26,0.81,0.05,0.95,6,-5,11,77,77
1,18,72,0.17,0.81,0.05,0.95,5,-5,11,77,77
